==============================================
BLEU GOLD:                               29.67
BLEU IN:                                 53.27
SIM GOLD:                               0.8718
SIM IN:                                 0.9549
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0270 -     99.40 |   99.21 |     0.96 |   1.00
0271 -     20.22 |   23.66 |     0.96 |   1.00
0272 -     33.73 |  100.00 |     0.86 |   1.00
0273 -      0.00 |    0.00 |     0.98 |   1.00
0274 -     89.84 |   98.45 |     0.96 |   0.98
0275 -     98.40 |   98.82 |     0.83 |   0.98
0276 -      0.00 |    0.00 |     0.94 |   0.99
0277 -     46.62 |  100.00 |     0.91 |   1.00
0278 -     69.02 |  100.00 |     0.86 |   1.00
0279 -     10.20 |    8.28 |     0.80 |   0.95
0280 -     90.52 |   97.77 |     0.86 |   1.00
0281 -     92.97 |   99.25 |     0.89 |   0.98
0282 -      0.00 |    0.00 |     0.95 |   0.95
0283 -     41.87 |  100.00 |     0.88 |   1.00
0284 -      0.00 |    0.00 |     0.86 |   0.97
0285 -     58.87 |  100.00 |     0.95 |   1.00
0286 -      0.00 |    0.00 |     0.94 |   1.00
0287 -     98.10 |  100.00 |     0.88 |   1.00
0288 -     58.95 |   58.79 |     0.95 |   1.00
0289 -     49.70 |   66.98 |     0.87 |   0.96
0290 -     98.62 |   98.94 |     0.93 |   1.00
0291 -      0.00 |    0.00 |     0.87 |   0.99
0292 -     55.74 |  100.00 |     0.93 |   1.00
0293 -     39.55 |  100.00 |     0.99 |   1.00
0294 -     37.62 |  100.00 |     0.91 |   1.00
0295 -      0.00 |    0.00 |     0.77 |   0.83
0296 -      8.55 |    0.00 |     0.98 |   1.00
0297 -     56.87 |  100.00 |     0.95 |   1.00
0298 -     11.60 |   51.76 |     0.93 |   1.00
0299 -     21.33 |   94.51 |     0.98 |   0.99
0300 -      0.00 |    0.00 |     0.89 |   0.97
0301 -     50.83 |  100.00 |     0.94 |   1.00
0302 -     66.78 |  100.00 |     0.95 |   1.00
0303 -     44.99 |   99.27 |     0.94 |   0.98
0304 -      0.00 |  100.00 |     0.72 |   1.00
0305 -     99.00 |  100.00 |     0.94 |   1.00
0306 -     13.02 |   10.37 |     0.83 |   0.87
0307 -      0.00 |    0.00 |     0.87 |   1.00
0308 -      0.00 |    0.00 |     0.73 |   0.87
0309 -     14.02 |   95.59 |     0.90 |   1.00
0310 -     51.99 |  100.00 |     0.95 |   1.00
0311 -     35.09 |   91.39 |     0.78 |   0.99
0312 -     64.20 |   61.46 |     0.81 |   0.99
0313 -      0.00 |    0.00 |     0.92 |   0.98
0314 -      0.00 |  100.00 |     0.96 |   1.00
0315 -     84.35 |  100.00 |     0.90 |   1.00
0316 -      0.00 |   68.42 |     0.95 |   0.97
0317 -     15.76 |   38.30 |     0.94 |   0.99
0318 -     70.78 |   94.50 |     0.97 |   1.00
0319 -     71.74 |   39.21 |     0.97 |   0.99
0320 -     78.79 |  100.00 |     0.99 |   1.00
0321 -      7.06 |    7.99 |     0.88 |   0.94
0322 -      0.00 |    0.00 |     0.65 |   0.82
0323 -     29.06 |   20.15 |     0.93 |   0.95
0324 -      0.00 |   98.69 |     0.95 |   0.96
0325 -     12.43 |   14.58 |     0.90 |   0.97
0326 -      0.00 |   54.49 |     0.97 |   1.00
0327 -     43.23 |  100.00 |     0.80 |   1.00
0328 -      0.00 |    0.00 |     0.94 |   0.95
0329 -      5.60 |   56.77 |     0.93 |   0.94
0330 -     82.90 |   96.83 |     0.91 |   1.00
0331 -     33.37 |  100.00 |     0.86 |   1.00
0332 -     41.20 |   98.62 |     0.81 |   0.97
0333 -      0.00 |    0.00 |     0.96 |   0.99
0334 -      5.11 |   36.08 |     0.94 |   0.97
0335 -      0.00 |   36.56 |     0.95 |   0.99
0336 -      7.23 |   39.66 |     0.94 |   0.99
0337 -     76.53 |   87.06 |     0.93 |   0.95
0338 -     11.15 |   97.74 |     0.90 |   0.99
0339 -      0.00 |    0.00 |     0.93 |   0.97
0340 -     86.87 |   97.84 |     0.90 |   1.00
0341 -     57.18 |   88.59 |     0.77 |   0.99
0342 -     47.53 |  100.00 |     0.96 |   1.00
0343 -     43.24 |   42.98 |     0.81 |   0.91
0344 -     40.23 |    6.05 |     0.93 |   0.97
0345 -      0.00 |    7.79 |     0.86 |   0.90
0346 -      0.00 |    0.00 |     0.87 |   0.93
0347 -     75.88 |   96.58 |     0.97 |   1.00
0348 -     66.99 |  100.00 |     0.97 |   1.00
0349 -     35.79 |   78.36 |     0.77 |   0.97
0350 -      0.00 |    0.00 |     0.82 |   0.99
0351 -     27.98 |   20.84 |     0.94 |   0.99
0352 -     98.73 |   99.33 |     0.94 |   0.99
0353 -     39.78 |  100.00 |     0.97 |   1.00
0354 -     42.38 |   61.50 |     0.95 |   0.98
0355 -     65.64 |   99.55 |     0.90 |   1.00
0356 -     97.84 |   98.92 |     0.90 |   0.97
0357 -      0.00 |    0.00 |     0.83 |   0.85
0358 -      0.00 |    0.00 |     0.81 |   0.93
0359 -     34.19 |   30.83 |     0.89 |   0.95
0360 -      0.00 |    0.00 |     0.97 |   1.00
0361 -     76.50 |  100.00 |     0.98 |   1.00
0362 -     14.41 |   59.43 |     0.92 |   0.94
0363 -     53.08 |   87.56 |     0.93 |   0.96
0364 -     56.43 |  100.00 |     0.96 |   1.00
0365 -     13.34 |   12.96 |     0.89 |   1.00
0366 -     65.94 |   48.17 |     0.96 |   0.99
