==============================================
BLEU GOLD:                               53.80
BLEU IN:                                 59.97
ACC GOLD:                               0.0036
ACC IN:                                 0.0697
SIM GOLD:                               0.8373
SIM IN:                                 0.8667
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0382 -     83.79 |   69.95 |     0.93 |   0.89
0383 -     14.64 |   14.96 |     0.90 |   0.95
0384 -     12.46 |   25.41 |     0.90 |   0.94
0385 -      0.00 |    0.00 |     0.47 |   0.49
0386 -     26.14 |   25.66 |     0.83 |   0.85
0387 -     37.16 |   60.40 |     0.76 |   0.78
0388 -      0.00 |   79.90 |     0.97 |   0.99
0389 -     92.29 |  100.00 |     0.95 |   1.00
0390 -     16.81 |   20.48 |     0.98 |   0.99
0391 -      0.00 |    0.00 |     0.59 |   0.59
0392 -     87.57 |   60.36 |     0.97 |   0.98
0393 -      0.00 |    0.00 |     0.77 |   0.83
0394 -      0.00 |   14.65 |     0.75 |   0.79
0395 -     62.95 |   74.52 |     0.98 |   0.98
0396 -      0.00 |    0.00 |     0.82 |   0.82
0397 -     66.73 |   71.64 |     0.87 |   0.91
0398 -     59.66 |   29.34 |     0.89 |   0.91
0399 -     81.20 |   99.38 |     0.88 |   0.92
0400 -     28.98 |   29.16 |     0.90 |   0.92
0401 -      7.96 |    7.96 |     0.93 |   0.95
0402 -     32.45 |   96.16 |     0.96 |   0.98
0403 -     22.17 |   82.73 |     0.89 |   0.92
0404 -     44.17 |   65.86 |     0.95 |   0.96
0405 -     37.63 |   37.27 |     0.82 |   0.84
0406 -     35.68 |   50.13 |     0.93 |   0.96
0407 -     51.04 |   46.22 |     0.90 |   0.93
0408 -     37.43 |   37.32 |     0.87 |   0.89
0409 -      0.00 |    0.00 |     0.76 |   0.80
0410 -     75.98 |   86.83 |     0.94 |   0.95
0411 -      0.00 |    0.00 |     0.79 |   0.78
0412 -      8.94 |   25.70 |     0.72 |   0.76
0413 -      0.00 |    0.00 |     0.85 |   0.87
0414 -     24.95 |   33.59 |     0.73 |   0.77
0415 -      0.00 |    0.00 |     0.88 |   0.91
0416 -      0.00 |    0.00 |     0.85 |   0.88
0417 -      0.00 |    0.00 |     0.95 |   1.00
0418 -      0.00 |    0.00 |     0.76 |   0.76
0419 -     13.90 |   22.34 |     0.78 |   0.79
0420 -     13.19 |   13.42 |     0.69 |   0.75
0421 -      0.00 |    0.00 |     0.83 |   0.86
0422 -      0.00 |    0.00 |     0.90 |   0.90
0423 -      0.00 |    0.00 |     0.90 |   0.93
0424 -     24.14 |   21.75 |     0.82 |   0.86
0425 -      0.00 |    0.00 |     0.80 |   0.82
0426 -      0.00 |    0.00 |     0.51 |   0.68
0427 -      4.74 |   68.39 |     0.96 |   0.98
0428 -      0.00 |    9.42 |     0.56 |   0.57
0429 -     21.74 |   21.63 |     0.93 |   0.97
0430 -     84.13 |   95.96 |     0.89 |   0.95
0431 -      6.62 |    6.49 |     0.87 |   0.91
0432 -      0.00 |    0.00 |     0.68 |   0.68
0433 -     22.84 |   22.84 |     0.77 |   0.78
0434 -     68.97 |  100.00 |     0.95 |   0.99
0435 -     14.95 |   13.58 |     0.91 |   0.93
0436 -      8.35 |   69.16 |     0.87 |   0.89
0437 -      5.73 |    5.59 |     0.74 |   0.76
0438 -     38.39 |   38.46 |     0.91 |   0.93
0439 -      0.00 |    0.00 |     0.82 |   0.83
0440 -      0.00 |    0.00 |     0.84 |   0.84
0441 -     13.87 |   13.94 |     0.91 |   0.91
0442 -      8.02 |    9.38 |     0.90 |   0.92
0443 -     47.40 |  100.00 |     0.92 |   1.00
0444 -      8.69 |    0.00 |     0.91 |   0.92
0445 -     61.28 |  100.00 |     0.91 |   1.00
0446 -     17.67 |   74.19 |     0.97 |   0.98
0447 -     44.39 |  100.00 |     0.90 |   1.00
0448 -     47.84 |   51.11 |     0.98 |   0.98
0449 -     64.63 |  100.00 |     0.96 |   1.00
0450 -      0.00 |    0.00 |     0.92 |   0.92
0451 -      9.03 |   16.49 |     0.94 |   0.95
0452 -     16.99 |    6.13 |     0.96 |   0.98
0453 -      0.00 |    0.00 |     0.82 |   0.85
0454 -     47.49 |   47.10 |     0.86 |   0.89
0455 -      0.00 |    0.00 |     0.67 |   0.65
0456 -      9.06 |   30.91 |     0.94 |   0.95
0457 -     15.91 |   16.13 |     0.94 |   1.00
0458 -     13.41 |   39.79 |     0.85 |   0.86
0459 -     33.94 |   78.77 |     0.82 |   0.89
0460 -     67.44 |    0.00 |     0.93 |   0.94
0461 -     61.25 |   98.61 |     0.83 |   0.90
0462 -     26.40 |   24.62 |     0.81 |   0.84
0463 -     50.67 |   29.16 |     0.83 |   0.88
0464 -      0.00 |   27.40 |     0.81 |   0.86
0465 -     88.79 |  100.00 |     0.97 |   1.00
0466 -     87.31 |  100.00 |     0.91 |   1.00
0467 -      9.73 |    9.57 |     0.97 |   0.98
0468 -      6.97 |   12.46 |     0.71 |   0.83
0469 -      0.00 |    0.00 |     0.87 |   0.97
0470 -      0.00 |    0.00 |     0.63 |   0.62
0471 -     18.99 |  100.00 |     0.98 |   1.00
0472 -     74.75 |   54.63 |     0.87 |   0.90
0473 -     16.25 |  100.00 |     0.94 |   1.00
0474 -      4.73 |    5.82 |     0.42 |   0.41
0475 -     47.89 |   40.40 |     0.91 |   0.91
0476 -      0.00 |    0.00 |     0.74 |   0.77
0477 -      0.00 |    0.00 |     0.42 |   0.42
0478 -      0.00 |    0.00 |     0.85 |   0.86
0479 -      8.33 |    7.77 |     0.79 |   0.78
0480 -     38.74 |   75.93 |     0.80 |   0.88
0481 -     35.89 |   86.99 |     0.97 |   0.99
0482 -      0.00 |    9.64 |     0.60 |   0.71
0483 -     14.45 |    9.26 |     0.69 |   0.71
0484 -      0.00 |    0.00 |     0.53 |   0.58
0485 -     48.27 |   52.88 |     0.80 |   0.90
0486 -     13.03 |   50.70 |     0.88 |   0.91
0487 -     24.26 |   32.00 |     0.88 |   0.90
0488 -     81.57 |   23.90 |     0.97 |   1.00
0489 -      0.00 |    0.00 |     0.78 |   0.80
0490 -     46.13 |   83.05 |     0.94 |   0.95
0491 -      0.00 |    0.00 |     0.97 |   0.98
0492 -      0.00 |    0.00 |     0.95 |   0.95
0493 -      0.00 |    0.00 |     0.84 |   0.86
0494 -      0.00 |    0.00 |     0.91 |   0.92
