==============================================
BLEU GOLD:                               57.28
BLEU IN:                                 63.65
ACC GOLD:                               0.0012
ACC IN:                                 0.0721
SIM GOLD:                               0.8616
SIM IN:                                 0.8923
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -      0.00 |    0.00 |     0.66 |   0.67
0002 -      0.00 |    0.00 |     0.79 |   0.81
0003 -     28.14 |   46.35 |     0.90 |   0.92
0004 -      0.00 |    0.00 |     0.87 |   0.93
0005 -     25.52 |   80.00 |     0.95 |   0.97
0006 -      0.00 |    0.00 |     0.92 |   0.93
0007 -     57.14 |   42.44 |     0.77 |   0.75
0008 -     28.00 |   33.86 |     0.84 |   0.87
0009 -     11.00 |    0.00 |     0.79 |   0.80
0010 -      0.00 |    0.00 |     0.89 |   0.91
0011 -      0.00 |    0.00 |     0.92 |   0.95
0012 -     46.23 |   52.86 |     0.95 |   0.98
0013 -     34.69 |   35.83 |     0.88 |   0.90
0014 -      0.00 |    0.00 |     0.92 |   0.93
0015 -     16.73 |   16.73 |     0.65 |   0.69
0016 -     37.53 |   37.53 |     0.93 |   0.97
0017 -     25.28 |   47.76 |     0.86 |   0.92
0018 -      0.00 |    0.00 |     0.89 |   0.91
0019 -     39.77 |   72.12 |     0.88 |   0.88
0020 -     52.32 |   50.99 |     0.82 |   0.82
0021 -      0.00 |    0.00 |     0.75 |   0.76
0022 -      0.00 |    0.00 |     0.85 |   0.91
0023 -      0.00 |    0.00 |     0.69 |   0.73
0024 -     10.69 |   10.04 |     0.75 |   0.79
0025 -     11.59 |   10.77 |     0.43 |   0.58
0026 -     12.56 |   11.45 |     0.96 |   0.97
0027 -      0.00 |   89.45 |     0.89 |   0.99
0028 -     33.36 |   35.79 |     0.94 |   0.97
0029 -      0.00 |    0.00 |     0.91 |   0.91
0030 -      0.00 |   11.75 |     0.85 |   0.87
0031 -      0.00 |    0.00 |     0.91 |   0.92
0032 -      0.00 |    0.00 |     0.89 |   0.91
0033 -      0.00 |    0.00 |     0.79 |   0.82
0034 -     15.89 |   12.72 |     0.73 |   0.77
0035 -      0.00 |    0.00 |     0.49 |   0.52
0036 -      0.00 |  100.00 |     0.95 |   1.00
0037 -     11.76 |    9.65 |     0.82 |   0.87
0038 -     32.63 |   30.03 |     0.93 |   0.96
0039 -     62.96 |  100.00 |     0.96 |   0.97
0040 -     48.07 |   49.82 |     0.88 |   0.89
0041 -      0.00 |    0.00 |     0.70 |   0.72
0042 -     22.75 |   27.83 |     0.72 |   0.73
0043 -      0.00 |    0.00 |     0.53 |   0.53
0044 -      0.00 |    0.00 |     0.89 |   0.92
0045 -     93.90 |   99.83 |     0.93 |   0.97
0046 -      0.00 |    0.00 |     0.65 |   0.64
0047 -     67.97 |  100.00 |     0.58 |   1.00
0048 -      0.00 |    0.00 |     0.62 |   0.64
0049 -     44.96 |   82.77 |     0.93 |   0.94
0050 -      0.00 |    0.00 |     0.89 |   0.87
0051 -      0.00 |   10.36 |     0.74 |   0.79
0052 -     14.28 |   21.93 |     0.92 |   0.95
0053 -     38.63 |   79.76 |     0.89 |   0.88
0054 -      0.00 |    0.00 |     0.84 |   0.88
0055 -     66.97 |   78.14 |     0.95 |   0.99
0056 -      0.00 |    0.00 |     0.80 |   0.83
0057 -     28.16 |   78.00 |     0.88 |   0.94
0058 -     41.62 |   46.04 |     0.73 |   0.78
0059 -      0.00 |    0.00 |     0.94 |   0.94
0060 -     11.39 |   11.79 |     0.81 |   0.84
0061 -     87.33 |   91.17 |     0.97 |   0.99
0062 -     27.31 |   35.47 |     0.57 |   0.66
0063 -     22.60 |   17.44 |     0.88 |   0.96
0064 -      5.70 |    5.58 |     0.84 |   0.85
0065 -     61.15 |   89.92 |     0.95 |   0.99
0066 -     62.91 |   92.82 |     0.95 |   0.97
0067 -      0.00 |    0.00 |     0.69 |   0.69
0068 -     74.34 |   79.93 |     0.91 |   0.95
0069 -      0.00 |   56.71 |     0.81 |   0.83
0070 -      0.00 |    0.00 |     0.89 |   0.90
0071 -      0.00 |    4.97 |     0.60 |   0.61
0072 -      0.00 |    0.00 |     0.70 |   0.71
0073 -      0.00 |  100.00 |     0.92 |   1.00
0074 -     34.49 |   34.00 |     0.93 |   0.95
0075 -     91.46 |  100.00 |     0.96 |   1.00
0076 -     27.19 |   30.16 |     0.96 |   0.97
0077 -     86.26 |  100.00 |     0.97 |   1.00
0078 -      0.00 |    0.00 |     0.66 |   0.70
0079 -     26.84 |   92.69 |     0.90 |   0.93
0080 -     26.44 |   25.95 |     0.75 |   0.81
0081 -      0.00 |    0.00 |     0.76 |   0.75
0082 -     12.58 |   12.28 |     0.84 |   0.84
0083 -     45.10 |   47.05 |     0.86 |   0.90
0084 -      0.00 |    0.00 |     0.81 |   0.83
0085 -      0.00 |    0.00 |     0.87 |   0.86
0086 -     47.44 |   31.01 |     0.74 |   0.83
0087 -      0.00 |   27.53 |     0.87 |   0.91
0088 -     53.50 |   50.59 |     0.94 |   0.95
0089 -      0.00 |    0.00 |     0.88 |   0.91
0090 -      6.02 |   27.62 |     0.86 |   0.94
0091 -     15.44 |   14.01 |     0.87 |   0.94
0092 -     11.83 |   11.83 |     0.43 |   0.49
0093 -     63.33 |   70.40 |     0.90 |   0.98
0094 -     58.67 |   83.58 |     0.40 |   0.84
0095 -      0.00 |    0.00 |     0.94 |   0.96
0096 -      0.00 |    0.00 |     0.56 |   0.57
0097 -     11.94 |   12.96 |     0.82 |   0.83
0098 -     65.58 |   65.72 |     0.95 |   0.99
0099 -     96.08 |   99.87 |     0.95 |   0.97
0100 -      0.00 |    0.00 |     0.90 |   0.93
0101 -     56.44 |   60.13 |     0.93 |   0.96
0102 -      5.21 |    4.71 |     0.80 |   0.84
0103 -     40.49 |   35.03 |     0.76 |   0.82
0104 -     27.87 |   62.59 |     0.93 |   0.95
0105 -      4.17 |    0.00 |     0.92 |   0.94
0106 -     53.08 |  100.00 |     0.97 |   1.00
0107 -     51.68 |    0.00 |     0.95 |   0.95
0108 -     85.61 |  100.00 |     0.78 |   1.00
0109 -      0.00 |    0.00 |     0.86 |   0.87
0110 -     74.99 |   74.99 |     0.88 |   0.89
0111 -      0.00 |   19.98 |     0.81 |   0.81
0112 -      0.00 |    0.00 |     0.92 |   0.91
0113 -      6.96 |    0.00 |     0.93 |   0.95
0114 -     21.80 |   96.45 |     0.99 |   0.99
0115 -     45.53 |   52.48 |     0.84 |   0.87
