==============================================
BLEU GOLD:                               65.17
BLEU IN:                                 88.27
ACC GOLD:                               0.0030
ACC IN:                                 0.3730
SIM GOLD:                               0.8905
SIM IN:                                 0.9765
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0338 -     14.59 |   97.71 |     0.90 |   0.99
0339 -      0.00 |    0.00 |     0.94 |   0.99
0340 -     83.27 |  100.00 |     0.91 |   1.00
0341 -     61.57 |   96.02 |     0.73 |   0.96
0342 -     47.00 |  100.00 |     0.96 |   1.00
0343 -     21.56 |  100.00 |     0.92 |   1.00
0344 -     13.05 |   59.99 |     0.91 |   0.99
0345 -      0.00 |    0.00 |     0.92 |   0.93
0346 -     16.80 |  100.00 |     0.92 |   1.00
0347 -     72.69 |   94.60 |     0.95 |   0.98
0348 -     66.84 |  100.00 |     0.97 |   1.00
0349 -     30.28 |   34.85 |     0.79 |   0.98
0350 -      0.00 |    0.00 |     0.83 |   1.00
0351 -     19.31 |  100.00 |     0.95 |   1.00
0352 -     99.81 |  100.00 |     0.95 |   1.00
0353 -     36.55 |  100.00 |     0.97 |   1.00
0354 -     35.64 |   94.63 |     0.96 |   0.99
0355 -     66.12 |   99.54 |     0.90 |   1.00
0356 -     99.68 |  100.00 |     0.94 |   1.00
0357 -     76.85 |   77.42 |     0.95 |   1.00
0358 -     31.47 |   10.92 |     0.86 |   0.94
0359 -     41.56 |   35.71 |     0.94 |   1.00
0360 -      0.00 |   13.53 |     0.90 |   0.94
0361 -     68.69 |   64.30 |     0.98 |   1.00
0362 -     31.08 |   73.85 |     0.95 |   0.98
0363 -     57.42 |   75.37 |     0.95 |   0.99
0364 -     47.79 |   95.79 |     0.94 |   0.98
0365 -      0.00 |    0.00 |     0.89 |   1.00
0366 -     87.03 |  100.00 |     0.97 |   1.00
0367 -     64.58 |   77.63 |     0.91 |   0.95
0368 -     41.12 |  100.00 |     0.76 |   1.00
0369 -     54.70 |  100.00 |     0.93 |   1.00
0370 -      0.00 |  100.00 |     0.96 |   1.00
0371 -     31.76 |   73.28 |     0.97 |   1.00
0372 -     73.76 |  100.00 |     0.95 |   1.00
0373 -     16.54 |  100.00 |     0.88 |   1.00
0374 -     31.28 |   71.99 |     0.97 |   0.98
0375 -     44.27 |  100.00 |     0.95 |   1.00
0376 -      0.00 |    0.00 |     0.87 |   0.94
0377 -      0.00 |    0.00 |     0.61 |   0.89
0378 -     20.37 |   21.04 |     0.91 |   1.00
0379 -     28.74 |   93.09 |     0.92 |   0.99
0380 -      0.00 |    0.00 |     0.96 |   0.98
0381 -      0.00 |    0.00 |     0.95 |   1.00
0382 -      0.00 |    0.00 |     0.85 |   0.97
0383 -      0.00 |    0.00 |     0.80 |   1.00
0384 -     26.03 |  100.00 |     0.98 |   1.00
0385 -      0.00 |  100.00 |     0.97 |   1.00
0386 -      0.00 |  100.00 |     0.95 |   1.00
0387 -     30.09 |   32.95 |     0.85 |   0.85
0388 -     56.61 |  100.00 |     0.94 |   1.00
0389 -     86.49 |   95.62 |     0.79 |   0.83
0390 -     41.71 |    0.00 |     0.92 |   1.00
0391 -     17.98 |   82.02 |     0.74 |   0.92
0392 -     98.59 |   99.26 |     0.92 |   0.99
0393 -      0.00 |  100.00 |     0.79 |   1.00
0394 -      0.00 |    0.00 |     0.90 |   0.99
0395 -     55.92 |   99.34 |     0.96 |   0.97
0396 -     45.57 |  100.00 |     0.98 |   1.00
0397 -     73.69 |   99.71 |     0.93 |   0.96
0398 -      0.00 |    0.00 |     0.92 |   1.00
0399 -     65.58 |  100.00 |     0.87 |   1.00
0400 -      0.00 |    0.00 |     0.87 |   1.00
0401 -     20.43 |   99.64 |     0.94 |   0.95
0402 -     36.97 |   36.61 |     0.95 |   1.00
0403 -     76.36 |   99.71 |     0.91 |   1.00
0404 -      0.00 |    0.00 |     0.97 |   0.98
0405 -     31.45 |   30.99 |     0.91 |   0.97
0406 -     13.07 |    0.00 |     0.93 |   1.00
0407 -     64.42 |  100.00 |     0.86 |   1.00
0408 -      7.80 |   99.87 |     0.99 |   1.00
0409 -     20.24 |   91.23 |     0.91 |   0.98
0410 -     89.75 |  100.00 |     0.96 |   1.00
0411 -      0.00 |   13.77 |     0.89 |   0.94
0412 -     51.79 |  100.00 |     0.97 |   1.00
0413 -     38.38 |   27.72 |     0.78 |   0.98
0414 -     14.82 |   71.71 |     0.80 |   0.99
0415 -      0.00 |    0.00 |     0.95 |   0.89
0416 -      8.06 |   99.18 |     0.92 |   0.97
0417 -      0.00 |  100.00 |     0.80 |   1.00
0418 -     96.97 |   97.32 |     0.93 |   0.95
0419 -     11.60 |  100.00 |     0.76 |   1.00
0420 -     21.29 |   49.01 |     0.95 |   0.98
0421 -      0.00 |    0.00 |     0.81 |   1.00
0422 -     41.32 |   99.33 |     0.71 |   0.92
0423 -     49.35 |  100.00 |     0.90 |   1.00
0424 -     28.73 |  100.00 |     0.95 |   1.00
0425 -     28.32 |  100.00 |     0.83 |   1.00
0426 -      0.00 |    0.00 |     0.89 |   1.00
0427 -     44.65 |   53.74 |     0.90 |   0.92
0428 -      6.72 |  100.00 |     0.94 |   1.00
0429 -      0.00 |    0.00 |     0.79 |   0.95
0430 -     72.61 |   54.97 |     0.92 |   0.99
0431 -      0.00 |  100.00 |     0.96 |   1.00
0432 -     65.75 |  100.00 |     0.95 |   0.99
0433 -      0.00 |    0.00 |     0.73 |   0.93
0434 -      0.00 |    0.00 |     0.92 |   0.99
0435 -     99.82 |  100.00 |     0.89 |   1.00
0436 -     91.61 |  100.00 |     0.99 |   1.00
0437 -      0.00 |  100.00 |     0.89 |   1.00
0438 -     75.87 |   92.85 |     0.96 |   0.98
0439 -      0.00 |  100.00 |     0.91 |   1.00
0440 -     20.61 |   16.69 |     0.96 |   0.99
0441 -     68.28 |   40.73 |     0.75 |   1.00
0442 -      0.00 |   95.85 |     0.94 |   0.95
0443 -     41.66 |  100.00 |     0.90 |   1.00
0444 -      0.00 |    0.00 |     0.90 |   0.91
0445 -     77.71 |   99.86 |     0.99 |   1.00
0446 -     45.99 |  100.00 |     0.98 |   1.00
0447 -      0.00 |    0.00 |     0.81 |   0.97
0448 -      0.00 |    0.00 |     0.69 |   0.95
0449 -     39.85 |   62.85 |     0.92 |   0.99
0450 -     15.10 |  100.00 |     0.98 |   1.00
0451 -      0.00 |   71.21 |     0.81 |   0.97
0452 -      0.00 |  100.00 |     0.79 |   1.00
0453 -     39.53 |  100.00 |     0.60 |   1.00
0454 -     59.22 |  100.00 |     0.93 |   1.00
0455 -     33.52 |   24.80 |     0.89 |   1.00
0456 -     99.81 |   99.49 |     0.94 |   0.97
0457 -     24.31 |   21.46 |     0.96 |   1.00
0458 -     50.15 |  100.00 |     0.69 |   1.00
0459 -      0.00 |  100.00 |     0.94 |   1.00
0460 -     31.17 |    3.84 |     0.97 |   0.99
0461 -      9.17 |   83.15 |     0.86 |   0.98
0462 -     89.79 |  100.00 |     0.91 |   1.00
0463 -     99.82 |  100.00 |     0.92 |   1.00
0464 -      7.11 |    7.98 |     0.84 |   0.98
0465 -      0.00 |    0.00 |     0.94 |   0.95
0466 -     40.23 |  100.00 |     0.90 |   1.00
0467 -     21.09 |   32.81 |     0.92 |   0.95
0468 -      0.00 |    0.00 |     0.98 |   1.00
0469 -      7.90 |   26.97 |     0.94 |   0.97
0470 -      0.00 |   95.81 |     0.93 |   0.98
0471 -     20.13 |   19.30 |     0.97 |   0.94
0472 -     38.87 |   48.55 |     0.58 |   0.69
0473 -      7.23 |   99.81 |     0.93 |   0.98
0474 -      0.00 |   44.11 |     0.93 |   1.00
0475 -     39.18 |  100.00 |     0.96 |   1.00
0476 -      6.75 |    0.00 |     0.89 |   0.94
0477 -     35.14 |   35.04 |     0.96 |   0.99
0478 -     65.48 |   49.98 |     0.82 |   0.91
0479 -     54.81 |   99.85 |     0.93 |   0.98
0480 -      0.00 |  100.00 |     0.85 |   1.00
0481 -     71.61 |  100.00 |     0.98 |   1.00
0482 -     22.18 |  100.00 |     0.94 |   1.00
0483 -     19.20 |  100.00 |     0.96 |   1.00
0484 -     17.07 |   49.14 |     0.88 |   0.97
