==============================================
BLEU GOLD:                               57.15
BLEU IN:                                 76.80
SIM GOLD:                               0.8516
SIM IN:                                 0.9311
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -     10.79 |   10.50 |     0.71 |   0.81
0002 -     84.52 |  100.00 |     0.96 |   1.00
0003 -      0.00 |    0.00 |     0.77 |   0.95
0004 -     38.90 |   93.94 |     0.88 |   0.98
0005 -     30.86 |   22.72 |     0.95 |   0.97
0006 -      0.00 |    0.00 |     0.83 |   0.97
0007 -      0.00 |    0.00 |     0.45 |   0.41
0008 -      0.00 |    0.00 |     0.72 |   0.95
0009 -      0.00 |    0.00 |     0.71 |   0.88
0010 -      9.54 |   67.80 |     0.99 |   1.00
0011 -     87.75 |   91.89 |     0.84 |   0.98
0012 -     58.29 |  100.00 |     0.95 |   1.00
0013 -      0.00 |    0.00 |     0.74 |   0.81
0014 -      0.00 |   85.06 |     0.77 |   0.99
0015 -      0.00 |    0.00 |     0.91 |   0.97
0016 -     33.52 |   75.11 |     0.81 |   0.99
0017 -      0.00 |  100.00 |     0.62 |   1.00
0018 -     31.52 |   33.68 |     0.91 |   0.97
0019 -      0.00 |   96.25 |     0.95 |   0.98
0020 -     53.65 |   43.66 |     0.85 |   1.00
0021 -      7.64 |    7.90 |     0.93 |   0.98
0022 -      0.00 |   99.30 |     0.93 |   0.97
0023 -      9.45 |   99.33 |     0.91 |   0.98
0024 -     68.32 |   74.86 |     0.94 |   0.95
0025 -     76.35 |   76.56 |     0.86 |   0.92
0026 -     19.71 |   20.02 |     0.98 |   0.99
0027 -     60.11 |   87.57 |     0.93 |   0.96
0028 -     37.24 |   31.13 |     0.93 |   1.00
0029 -     47.26 |   51.52 |     0.91 |   0.95
0030 -      0.00 |    0.00 |     0.73 |   0.74
0031 -      6.30 |    0.00 |     0.56 |   0.64
0032 -     18.37 |   77.86 |     0.89 |   0.98
0033 -      0.00 |    0.00 |     0.87 |   0.94
0034 -      0.00 |    0.00 |     0.87 |   0.89
0035 -     50.70 |   95.84 |     0.87 |   0.99
0036 -     28.60 |   96.70 |     0.98 |   0.99
0037 -     10.53 |    6.36 |     0.80 |   0.87
0038 -     14.46 |   14.64 |     0.95 |   1.00
0039 -     10.33 |   10.32 |     0.92 |   0.97
0040 -     12.12 |   10.26 |     0.82 |   0.94
0041 -     42.27 |  100.00 |     0.93 |   1.00
0042 -     61.85 |   53.38 |     0.84 |   0.92
0043 -     57.10 |    0.00 |     0.97 |   0.98
0044 -     55.25 |   41.96 |     0.91 |   1.00
0045 -     36.96 |   32.49 |     0.91 |   0.99
0046 -      0.00 |    0.00 |     0.80 |   0.85
0047 -      7.77 |   21.74 |     0.88 |   0.94
0048 -     44.95 |   19.29 |     0.90 |   0.97
0049 -     58.93 |   98.05 |     0.98 |   1.00
0050 -     35.07 |   58.41 |     0.85 |   0.92
0051 -      0.00 |    0.00 |     0.70 |   0.78
0052 -     14.30 |    9.97 |     0.93 |   0.96
0053 -      0.00 |    0.00 |     0.72 |   0.83
0054 -      0.00 |    0.00 |     0.76 |   0.77
0055 -      0.00 |   10.78 |     0.73 |   0.80
0056 -     36.85 |   36.06 |     0.97 |   0.99
0057 -     93.56 |   94.37 |     0.96 |   0.97
0058 -     10.94 |   11.88 |     0.87 |   0.89
0059 -      0.00 |  100.00 |     0.83 |   1.00
0060 -      0.00 |    0.00 |     0.85 |   0.88
0061 -     17.35 |  100.00 |     0.99 |   0.99
0062 -     67.87 |   94.66 |     0.95 |   0.99
0063 -      0.00 |    0.00 |     0.82 |   0.87
0064 -     42.67 |   47.85 |     0.90 |   0.93
0065 -      5.79 |    5.79 |     0.93 |   0.95
0066 -     38.69 |  100.00 |     0.93 |   1.00
0067 -     18.22 |   17.06 |     0.98 |   0.98
0068 -     47.95 |  100.00 |     0.73 |   1.00
0069 -      0.00 |    0.00 |     0.73 |   0.77
0070 -     35.04 |    0.00 |     0.52 |   0.57
0071 -      0.00 |   44.58 |     0.92 |   0.97
0072 -      0.00 |    0.00 |     0.68 |   0.75
0073 -     78.14 |   52.70 |     0.86 |   1.00
0074 -      0.00 |    0.00 |     0.67 |   0.73
0075 -     26.19 |   25.63 |     0.94 |   0.97
0076 -     26.24 |   18.45 |     0.64 |   0.74
0077 -     19.23 |   18.48 |     0.76 |   0.73
0078 -      0.00 |    0.00 |     0.76 |   0.75
0079 -      0.00 |   80.31 |     0.94 |   0.99
0080 -      6.29 |    6.53 |     0.88 |   0.95
0081 -      8.53 |    8.61 |     0.91 |   0.98
0082 -      9.43 |    0.00 |     0.78 |   0.81
0083 -      0.00 |    9.35 |     0.94 |   0.94
0084 -      7.75 |    7.42 |     0.80 |   0.94
0085 -      0.00 |  100.00 |     0.73 |   1.00
0086 -      0.00 |  100.00 |     0.89 |   1.00
0087 -     80.96 |  100.00 |     0.90 |   1.00
0088 -     98.09 |  100.00 |     0.98 |   1.00
0089 -     29.87 |   30.43 |     0.92 |   0.94
0090 -     75.07 |   88.63 |     0.82 |   0.97
0091 -      0.00 |  100.00 |     0.91 |   1.00
0092 -     59.79 |   71.40 |     0.91 |   0.95
0093 -      0.00 |    0.00 |     0.82 |   0.92
0094 -      9.61 |    7.72 |     0.73 |   0.83
0095 -     93.94 |  100.00 |     0.94 |   1.00
0096 -      0.00 |   14.06 |     0.97 |   0.91
0097 -     36.16 |   84.54 |     0.83 |   0.90
0098 -     54.51 |   93.94 |     0.89 |   0.98
0099 -     84.36 |   86.47 |     0.86 |   0.99
0100 -     47.78 |   67.59 |     0.64 |   0.96
0101 -      0.00 |    0.00 |     0.82 |   0.94
0102 -      0.00 |    0.00 |     0.75 |   0.79
0103 -     13.01 |   74.65 |     0.96 |   1.00
0104 -     47.94 |   76.71 |     0.94 |   0.97
0105 -     48.03 |  100.00 |     0.93 |   1.00
0106 -     29.48 |   30.04 |     0.96 |   0.99
0107 -      0.00 |    0.00 |     0.75 |   0.84
0108 -     54.61 |   98.56 |     0.83 |   0.99
0109 -     97.14 |   87.14 |     0.88 |   0.94
0110 -     11.93 |   96.86 |     0.90 |   0.99
0111 -     55.75 |  100.00 |     0.95 |   1.00
0112 -     49.54 |   54.85 |     0.95 |   1.00
0113 -      6.65 |    6.10 |     0.86 |   0.93
0114 -      0.00 |    0.00 |     0.87 |   0.86
0115 -     55.05 |   87.65 |     0.96 |   0.97
0116 -     55.67 |   96.30 |     0.83 |   0.89
0117 -     14.96 |   33.65 |     0.81 |   0.81
0118 -     14.29 |   15.05 |     0.92 |   0.98
0119 -     83.12 |   88.50 |     0.88 |   0.96
0120 -     15.58 |   99.85 |     0.93 |   0.96
0121 -      0.00 |    0.00 |     0.82 |   0.98
0122 -     20.28 |   17.02 |     0.86 |   0.88
0123 -     23.29 |   82.68 |     0.84 |   0.92
0124 -     43.18 |  100.00 |     0.58 |   1.00
0125 -      0.00 |    0.00 |     0.93 |   0.99
0126 -      0.00 |    0.00 |     0.87 |   0.92
0127 -      0.00 |   64.21 |     0.95 |   0.98
0128 -      0.00 |   73.86 |     0.89 |   1.00
0129 -     23.85 |   76.50 |     0.79 |   0.97
0130 -     70.54 |   82.87 |     0.95 |   0.99
0131 -     66.73 |  100.00 |     0.96 |   1.00
0132 -     52.67 |   96.20 |     0.78 |   0.96
0133 -      0.00 |    0.00 |     0.84 |   0.89
0134 -      0.00 |    0.00 |     0.95 |   0.99
0135 -     35.15 |   63.25 |     0.87 |   0.89
0136 -      0.00 |    0.00 |     0.89 |   0.92
0137 -     12.35 |   91.10 |     0.96 |   1.00
0138 -      0.00 |  100.00 |     0.80 |   1.00
