==============================================
BLEU GOLD:                               38.60
BLEU IN:                                 55.41
SIM GOLD:                               0.9155
SIM IN:                                 0.9496
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -     74.77 |   99.19 |     0.96 |   1.00
0002 -     94.14 |  100.00 |     0.98 |   1.00
0003 -     46.14 |   81.24 |     0.92 |   0.94
0004 -      0.00 |    0.00 |     0.82 |   0.87
0005 -     28.78 |   87.85 |     0.97 |   0.99
0006 -     93.92 |   99.28 |     0.98 |   0.98
0007 -     83.36 |   97.80 |     0.75 |   0.78
0008 -      0.00 |    0.00 |     0.86 |   0.91
0009 -      4.18 |    4.21 |     0.98 |   1.00
0010 -      0.00 |    0.00 |     0.95 |   0.97
0011 -     89.23 |  100.00 |     0.95 |   1.00
0012 -     49.24 |   55.50 |     0.97 |   1.00
0013 -     43.25 |   41.79 |     0.97 |   0.99
0014 -     41.86 |   95.76 |     0.99 |   1.00
0015 -     68.44 |   59.30 |     0.61 |   0.67
0016 -      0.00 |    0.00 |     0.76 |   0.82
0017 -      0.00 |    0.00 |     0.93 |   0.99
0018 -      0.00 |    0.00 |     0.87 |   0.90
0019 -     32.85 |  100.00 |     0.99 |   1.00
0020 -     60.53 |  100.00 |     1.00 |   1.00
0021 -     37.47 |   55.41 |     0.99 |   1.00
0022 -      0.00 |    0.00 |     0.95 |   0.99
0023 -     97.61 |  100.00 |     0.98 |   1.00
0024 -     42.83 |  100.00 |     0.97 |   1.00
0025 -      0.00 |    0.00 |     0.84 |   0.96
0026 -      0.00 |    0.00 |     0.94 |   0.95
0027 -      0.00 |  100.00 |     0.89 |   1.00
0028 -     59.46 |   98.18 |     0.97 |   1.00
0029 -      9.27 |  100.00 |     0.96 |   1.00
0030 -     36.95 |   69.48 |     0.90 |   0.92
0031 -     12.25 |    3.88 |     0.96 |   0.97
0032 -      0.00 |    0.00 |     0.98 |   0.99
0033 -      0.00 |    0.00 |     0.91 |   0.93
0034 -      0.00 |   11.87 |     0.78 |   0.82
0035 -      0.00 |   68.69 |     0.92 |   0.94
0036 -     94.44 |  100.00 |     0.95 |   1.00
