==============================================
BLEU GOLD:                               45.83
BLEU IN:                                 68.98
SIM GOLD:                               0.9415
SIM IN:                                 0.9763
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0360 -     85.49 |   98.36 |     0.90 |   0.97
0361 -      0.00 |    0.00 |     0.97 |   0.97
0362 -     83.40 |  100.00 |     0.98 |   1.00
0363 -      6.30 |  100.00 |     0.97 |   1.00
0364 -     93.64 |  100.00 |     0.96 |   1.00
0365 -     96.15 |  100.00 |     0.99 |   1.00
0366 -     88.45 |  100.00 |     0.94 |   1.00
0367 -     27.76 |   28.01 |     0.96 |   0.99
0368 -     84.87 |   95.31 |     0.94 |   0.98
0369 -     70.08 |   98.41 |     0.93 |   0.94
0370 -     94.01 |  100.00 |     0.98 |   1.00
0371 -     12.95 |   98.36 |     0.99 |   1.00
0372 -      0.00 |    0.00 |     0.96 |   0.96
0373 -     94.81 |   98.84 |     0.94 |   0.97
0374 -      5.85 |   53.73 |     0.97 |   1.00
0375 -     91.28 |  100.00 |     0.91 |   1.00
0376 -     20.09 |   18.36 |     0.98 |   0.99
0377 -     90.66 |  100.00 |     0.96 |   1.00
0378 -     72.28 |  100.00 |     0.90 |   1.00
0379 -     81.10 |  100.00 |     0.98 |   1.00
0380 -      0.00 |    0.00 |     0.97 |   0.99
0381 -      0.00 |   92.84 |     0.88 |   0.89
0382 -    100.00 |   89.65 |     1.00 |   0.93
0383 -     90.80 |  100.00 |     0.95 |   1.00
0384 -     14.35 |   96.74 |     0.97 |   0.99
0385 -      0.00 |   95.59 |     0.98 |   1.00
0386 -     73.50 |  100.00 |     0.99 |   1.00
0387 -     39.49 |   99.39 |     0.96 |   0.97
0388 -     75.14 |    0.00 |     0.98 |   1.00
0389 -     91.37 |  100.00 |     0.95 |   1.00
0390 -     15.55 |  100.00 |     0.98 |   1.00
0391 -     87.54 |  100.00 |     0.82 |   1.00
0392 -     68.38 |  100.00 |     0.98 |   1.00
0393 -     39.62 |  100.00 |     0.96 |   1.00
0394 -     32.56 |  100.00 |     0.97 |   1.00
0395 -     88.45 |  100.00 |     1.00 |   1.00
0396 -     89.38 |  100.00 |     0.99 |   1.00
0397 -     91.36 |  100.00 |     0.97 |   1.00
0398 -     26.13 |   23.31 |     0.97 |   0.99
0399 -     42.86 |  100.00 |     0.96 |   1.00
0400 -     36.62 |   36.45 |     0.95 |   0.97
0401 -      7.96 |    7.96 |     0.94 |   0.96
0402 -     35.33 |   99.04 |     0.96 |   0.98
0403 -     27.03 |  100.00 |     0.97 |   1.00
0404 -     49.23 |   98.59 |     0.97 |   0.98
0405 -     68.77 |  100.00 |     0.97 |   1.00
0406 -     93.74 |   96.99 |     0.93 |   0.96
0407 -     74.49 |   97.73 |     0.96 |   1.00
0408 -     96.44 |  100.00 |     0.99 |   1.00
0409 -      0.00 |    0.00 |     0.97 |   0.98
0410 -     91.88 |  100.00 |     0.97 |   1.00
0411 -      0.00 |    0.00 |     0.97 |   1.00
0412 -      8.68 |   89.42 |     0.93 |   0.96
0413 -     58.17 |   26.97 |     0.98 |   1.00
0414 -     92.42 |   99.38 |     0.97 |   1.00
0415 -     26.91 |  100.00 |     0.97 |   1.00
0416 -     89.53 |  100.00 |     0.97 |   1.00
0417 -     93.47 |  100.00 |     0.96 |   1.00
0418 -     91.63 |   98.96 |     0.95 |   0.97
0419 -     57.47 |  100.00 |     0.99 |   1.00
0420 -     77.65 |   93.77 |     0.92 |   0.99
0421 -     65.56 |   66.27 |     0.97 |   1.00
0422 -     27.95 |  100.00 |     0.99 |   1.00
0423 -      0.00 |    0.00 |     0.96 |   0.99
0424 -     81.34 |  100.00 |     0.97 |   1.00
0425 -      0.00 |    8.19 |     0.97 |   0.97
0426 -     91.67 |  100.00 |     0.93 |   1.00
0427 -     90.01 |  100.00 |     0.98 |   1.00
0428 -     67.32 |   89.91 |     0.98 |   0.99
0429 -     81.22 |   87.30 |     0.95 |   0.99
0430 -     87.69 |  100.00 |     0.94 |   1.00
0431 -     54.23 |   89.84 |     0.97 |   1.00
0432 -     88.42 |   93.58 |     0.95 |   0.96
0433 -     94.03 |   98.53 |     0.98 |   0.99
0434 -     69.08 |  100.00 |     0.95 |   1.00
0435 -     37.62 |   98.79 |     0.96 |   0.98
0436 -      7.83 |  100.00 |     0.98 |   1.00
0437 -      4.95 |  100.00 |     0.98 |   1.00
0438 -     94.15 |  100.00 |     0.97 |   1.00
0439 -      0.00 |    0.00 |     0.92 |   0.93
0440 -     42.71 |   99.42 |     0.99 |   1.00
0441 -     92.99 |  100.00 |     1.00 |   1.00
0442 -     43.48 |  100.00 |     0.98 |   1.00
0443 -     47.40 |  100.00 |     0.92 |   1.00
0444 -      0.00 |   52.46 |     0.99 |   1.00
0445 -     86.13 |  100.00 |     0.91 |   1.00
0446 -     20.08 |  100.00 |     0.99 |   1.00
0447 -     46.61 |  100.00 |     0.90 |   1.00
0448 -     51.51 |   56.62 |     0.98 |   0.99
0449 -     67.93 |  100.00 |     0.96 |   1.00
0450 -     57.45 |   64.80 |     1.00 |   1.00
0451 -      9.25 |   16.05 |     0.95 |   0.96
0452 -     94.94 |   94.94 |     0.98 |   0.99
0453 -      5.88 |    5.99 |     0.92 |   0.93
0454 -     95.68 |   98.01 |     0.97 |   0.99
