==================
SIM GOLD:   0.9156
SIM IN:     0.9478
==================
       GOLD |  IN
0923 - 0.94 | 0.97
0924 - 0.97 | 1.00
0925 - 0.99 | 1.00
0926 - 0.96 | 1.00
0927 - 0.97 | 1.00
0928 - 0.78 | 1.00
0929 - 0.82 | 1.00
0930 - 0.94 | 0.94
0931 - 0.96 | 0.97
0932 - 0.97 | 1.00
0933 - 0.92 | 1.00
0934 - 0.90 | 1.00
0935 - 0.85 | 0.86
0936 - 0.93 | 0.94
0937 - 0.98 | 1.00
0938 - 0.92 | 0.96
0939 - 0.95 | 0.98
0940 - 0.99 | 1.00
0941 - 0.92 | 1.00
0942 - 0.70 | 0.73
0943 - 0.96 | 1.00
0944 - 0.88 | 0.90
0945 - 0.97 | 0.99
0946 - 0.65 | 0.73
0947 - 0.99 | 1.00
0948 - 0.92 | 0.93
0949 - 0.97 | 1.00
0950 - 0.87 | 0.99
0951 - 0.97 | 0.98
0952 - 0.82 | 0.84
0953 - 0.94 | 1.00
0954 - 0.95 | 0.97
0955 - 0.97 | 1.00
0956 - 0.68 | 0.68
0957 - 0.83 | 0.84
0958 - 0.97 | 1.00
0959 - 0.92 | 0.99
0960 - 0.99 | 0.99
0961 - 0.98 | 1.00
0962 - 0.98 | 1.00
0963 - 0.86 | 0.90
0964 - 0.93 | 0.95
0965 - 0.89 | 0.89
0966 - 0.96 | 1.00
0967 - 0.88 | 0.86
0968 - 0.93 | 0.95
0969 - 0.96 | 0.97
0970 - 0.94 | 1.00
0971 - 0.70 | 0.69
0972 - 0.95 | 0.97
0973 - 0.97 | 1.00
0974 - 0.96 | 1.00
0975 - 0.98 | 0.99
0976 - 0.94 | 1.00
0977 - 0.90 | 0.97
0978 - 0.96 | 1.00
0979 - 0.97 | 1.00
0980 - 0.96 | 0.98
0981 - 0.96 | 1.00
0982 - 0.95 | 1.00
0983 - 0.96 | 1.00
0984 - 0.69 | 0.68
0985 - 0.86 | 0.88
0986 - 0.94 | 0.96
0987 - 0.99 | 1.00
0988 - 0.96 | 0.97
0989 - 0.96 | 0.97
0990 - 0.91 | 0.91
0991 - 0.72 | 0.82
0992 - 0.98 | 1.00
0993 - 0.78 | 0.79
0994 - 0.87 | 0.87
0995 - 0.98 | 1.00
0996 - 0.87 | 0.87
0997 - 0.98 | 1.00
0998 - 0.97 | 0.98
0999 - 0.78 | 0.90
1000 - 0.96 | 1.00
==================
