==============================================
BLEU GOLD:                               20.80
BLEU IN:                                 34.70
SIM GOLD:                               0.8180
SIM IN:                                 0.8918
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -     52.16 |   63.52 |     0.85 |   0.89
0002 -     27.99 |   26.33 |     0.91 |   0.93
0003 -      0.00 |    0.00 |     0.76 |   0.95
0004 -     37.27 |   91.67 |     0.84 |   0.95
0005 -     25.15 |   22.32 |     0.91 |   0.90
0006 -     19.69 |    0.00 |     0.84 |   0.95
0007 -     32.92 |   16.26 |     0.85 |   0.89
0008 -      0.00 |   42.43 |     0.54 |   0.68
0009 -      0.00 |    0.00 |     0.48 |   0.63
0010 -      9.67 |   92.18 |     0.98 |   1.00
0011 -     98.94 |  100.00 |     0.87 |   1.00
0012 -     19.23 |   17.34 |     0.94 |   0.99
0013 -      0.00 |    0.00 |     0.93 |   0.97
0014 -      0.00 |    0.00 |     0.71 |   0.89
0015 -     78.47 |   74.84 |     0.96 |   0.92
0016 -      6.04 |    6.12 |     0.77 |   0.91
0017 -      0.00 |   82.26 |     0.59 |   0.97
0018 -      0.00 |    0.00 |     0.86 |   0.94
0019 -      0.00 |    0.00 |     0.93 |   0.97
0020 -     48.15 |   43.98 |     0.85 |   1.00
0021 -     36.37 |   39.02 |     0.93 |   0.97
0022 -      0.00 |    0.00 |     0.67 |   0.74
0023 -      0.00 |   94.09 |     0.86 |   0.93
0024 -     74.87 |   91.39 |     0.96 |   0.98
0025 -     11.59 |   13.94 |     0.69 |   0.77
0026 -     31.68 |   31.68 |     0.97 |   0.97
0027 -     10.28 |    6.68 |     0.87 |   0.94
0028 -      4.88 |    5.15 |     0.87 |   0.95
0029 -     61.52 |   58.23 |     0.91 |   0.95
0030 -      0.00 |    0.00 |     0.90 |   0.91
0031 -     57.46 |   90.47 |     0.84 |   0.91
0032 -     17.90 |   58.04 |     0.86 |   0.95
0033 -     44.14 |   86.47 |     0.83 |   0.95
0034 -      0.00 |    0.00 |     0.90 |   0.92
0035 -     50.47 |  100.00 |     0.87 |   1.00
0036 -     14.49 |    0.00 |     0.74 |   0.77
0037 -      8.03 |   51.96 |     0.80 |   0.95
0038 -     14.51 |   12.70 |     0.91 |   0.96
0039 -      0.00 |    0.00 |     0.80 |   0.85
0040 -      0.00 |    0.00 |     0.87 |   0.80
0041 -     47.76 |  100.00 |     0.93 |   1.00
0042 -     76.79 |   71.70 |     0.85 |   0.92
0043 -      0.00 |   33.56 |     0.82 |   0.83
0044 -      0.00 |    0.00 |     0.91 |   0.98
0045 -     37.05 |   31.47 |     0.92 |   0.97
0046 -      0.00 |    0.00 |     0.68 |   0.71
0047 -     19.15 |    0.00 |     0.92 |   0.99
0048 -     32.30 |   17.18 |     0.87 |   0.93
0049 -     58.74 |   55.70 |     0.98 |   1.00
0050 -     42.63 |   59.25 |     0.90 |   0.95
0051 -      0.00 |    0.00 |     0.83 |   0.90
0052 -      0.00 |    0.00 |     0.89 |   0.94
0053 -      0.00 |    0.00 |     0.79 |   0.87
0054 -      0.00 |    0.00 |     0.73 |   0.81
0055 -     99.08 |    4.86 |     0.92 |   1.00
0056 -      0.00 |    0.00 |     0.93 |   0.95
0057 -     94.05 |   94.64 |     0.96 |   0.96
0058 -      0.00 |    0.00 |     0.82 |   0.90
0059 -      0.00 |    0.00 |     0.69 |   0.84
0060 -      0.00 |    0.00 |     0.87 |   0.92
0061 -     10.40 |   93.20 |     0.97 |   0.98
0062 -     48.77 |   48.43 |     0.72 |   0.73
0063 -     26.21 |   92.77 |     0.90 |   0.95
0064 -     21.42 |   31.99 |     0.95 |   0.93
0065 -      5.96 |    5.44 |     0.90 |   0.92
0066 -     43.86 |   96.36 |     0.93 |   0.99
0067 -     63.12 |   95.15 |     0.98 |   0.99
0068 -     74.48 |  100.00 |     0.73 |   1.00
0069 -      0.00 |  100.00 |     0.93 |   1.00
0070 -      0.00 |    0.00 |     0.76 |   0.82
0071 -      5.94 |    0.00 |     0.92 |   0.94
0072 -     71.66 |   87.72 |     0.84 |   0.99
0073 -     36.70 |   30.63 |     0.81 |   0.90
0074 -      0.00 |   16.41 |     0.80 |   0.84
0075 -     10.53 |   11.60 |     0.75 |   0.77
0076 -      0.00 |    0.00 |     0.77 |   0.90
0077 -     30.59 |   50.76 |     0.88 |   0.91
0078 -      0.00 |    0.00 |     0.65 |   0.72
0079 -     20.76 |    7.40 |     0.76 |   0.82
0080 -     59.96 |   94.31 |     0.90 |   0.97
0081 -     67.78 |   80.45 |     0.92 |   0.97
0082 -      0.00 |   97.11 |     0.89 |   0.99
0083 -      0.00 |    0.00 |     0.92 |   0.94
0084 -      0.00 |    0.00 |     0.77 |   0.86
0085 -     27.29 |   62.45 |     0.65 |   0.84
0086 -      0.00 |   99.17 |     0.83 |   0.94
0087 -     79.99 |   97.77 |     0.90 |   1.00
0088 -     28.43 |   25.73 |     0.69 |   0.73
0089 -     17.99 |   16.04 |     0.85 |   0.86
0090 -     27.94 |   30.72 |     0.67 |   0.84
0091 -      0.00 |   47.15 |     0.75 |   0.83
0092 -     53.81 |   47.91 |     0.92 |   0.97
0093 -     12.67 |   28.93 |     0.87 |   1.00
0094 -      3.53 |    4.21 |     0.80 |   0.85
0095 -     94.34 |   96.85 |     0.93 |   0.99
0096 -      0.00 |    0.00 |     0.98 |   0.92
0097 -      0.00 |    0.00 |     0.79 |   0.68
0098 -     14.66 |   32.33 |     0.77 |   0.84
0099 -     49.01 |   50.56 |     0.86 |   0.98
0100 -     34.15 |   51.65 |     0.65 |   0.95
0101 -     39.95 |   99.18 |     0.78 |   0.96
0102 -     49.65 |   34.98 |     0.84 |   0.88
0103 -      0.00 |    0.00 |     0.80 |   0.86
0104 -     49.64 |   98.84 |     0.93 |   0.97
0105 -     12.26 |    9.63 |     0.85 |   0.93
0106 -     68.99 |   75.75 |     0.92 |   0.95
0107 -     24.36 |    0.00 |     0.77 |   0.86
0108 -     45.17 |   97.76 |     0.73 |   0.87
0109 -     48.32 |   39.29 |     0.75 |   0.77
0110 -     10.56 |    0.00 |     0.20 |   0.19
0111 -     20.05 |   21.19 |     0.95 |   1.00
0112 -     50.31 |   43.72 |     0.84 |   0.89
0113 -      8.89 |    8.15 |     0.87 |   0.91
0114 -     36.32 |   54.81 |     0.81 |   0.81
0115 -     66.04 |  100.00 |     0.99 |   1.00
0116 -     55.21 |  100.00 |     0.91 |   1.00
0117 -     18.85 |   62.55 |     0.93 |   0.94
0118 -      0.00 |    0.00 |     0.91 |   0.98
0119 -      0.00 |    0.00 |     0.92 |   1.00
0120 -     30.92 |   23.97 |     0.70 |   0.70
0121 -      0.00 |    0.00 |     0.83 |   0.99
0122 -     21.44 |   20.78 |     0.94 |   0.97
0123 -     26.06 |   98.96 |     0.92 |   0.99
0124 -      0.00 |    0.00 |     0.58 |   0.98
0125 -      0.00 |   18.40 |     0.88 |   0.94
0126 -      0.00 |    0.00 |     0.62 |   0.65
0127 -     35.80 |   40.53 |     0.90 |   0.95
0128 -      6.40 |    0.00 |     0.79 |   0.76
0129 -      9.02 |   12.13 |     0.59 |   0.78
0130 -     14.02 |   18.06 |     0.90 |   0.95
0131 -     85.11 |   78.62 |     0.96 |   0.98
0132 -     46.99 |   78.59 |     0.79 |   0.96
0133 -      0.00 |    0.00 |     0.80 |   0.83
0134 -     58.51 |   75.61 |     0.93 |   0.98
0135 -     23.30 |   18.06 |     0.73 |   0.76
0136 -      0.00 |    0.00 |     0.92 |   0.95
0137 -      0.00 |    0.00 |     0.58 |   0.64
0138 -      0.00 |   39.42 |     0.40 |   0.70
0139 -     58.23 |   97.06 |     0.91 |   0.97
0140 -     11.67 |   10.40 |     0.80 |   0.90
0141 -     29.83 |   23.09 |     0.80 |   0.96
0142 -     56.02 |   93.16 |     0.70 |   0.92
