==============================================
BLEU GOLD:                               32.64
BLEU IN:                                 43.54
SIM GOLD:                               0.8837
SIM IN:                                 0.9164
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -     26.80 |   29.82 |     0.91 |   0.95
0002 -      0.00 |    0.00 |     0.91 |   0.93
0003 -     46.44 |   79.50 |     0.96 |   0.97
0004 -      0.00 |    0.00 |     0.87 |   0.93
0005 -     28.03 |  100.00 |     0.97 |   1.00
0006 -     88.37 |   93.83 |     0.95 |   0.95
0007 -     69.46 |   85.34 |     0.74 |   0.77
0008 -     36.47 |  100.00 |     0.93 |   1.00
0009 -     90.35 |   96.50 |     0.97 |   0.99
0010 -      9.35 |    0.00 |     0.94 |   0.97
0011 -     89.23 |  100.00 |     0.95 |   1.00
0012 -     45.97 |   51.40 |     0.94 |   0.96
0013 -     41.24 |   41.86 |     0.91 |   0.93
0014 -     44.73 |   48.80 |     0.95 |   0.97
0015 -     25.62 |   24.45 |     0.67 |   0.69
0016 -     89.02 |   99.03 |     0.96 |   1.00
0017 -      0.00 |    0.00 |     0.92 |   0.98
0018 -      0.00 |    0.00 |     0.75 |   0.76
0019 -     36.58 |   32.52 |     0.85 |   0.86
0020 -     51.27 |   50.69 |     0.99 |   1.00
0021 -      0.00 |    0.00 |     0.80 |   0.82
0022 -      0.00 |    0.00 |     0.94 |   0.98
0023 -     97.61 |  100.00 |     0.98 |   1.00
0024 -     39.94 |   37.34 |     0.84 |   0.87
0025 -      7.31 |    8.86 |     0.82 |   0.92
0026 -      0.00 |    0.00 |     0.95 |   0.94
0027 -      0.00 |    0.00 |     0.89 |   0.98
0028 -     60.64 |  100.00 |     0.97 |   1.00
0029 -     81.95 |   16.04 |     0.94 |   0.98
0030 -      0.00 |    0.00 |     0.91 |   0.93
0031 -      0.00 |    0.00 |     0.82 |   0.83
0032 -     85.93 |   86.98 |     0.97 |   0.98
0033 -      0.00 |    0.00 |     0.89 |   0.91
0034 -     12.81 |   26.97 |     0.88 |   0.90
0035 -      0.00 |   54.89 |     0.78 |   0.81
0036 -     23.92 |   26.36 |     0.76 |   0.80
0037 -     13.29 |  100.00 |     0.92 |   1.00
0038 -     34.96 |   59.90 |     0.91 |   0.93
0039 -     63.99 |  100.00 |     0.99 |   1.00
0040 -     49.91 |   73.45 |     0.95 |   0.96
0041 -      0.00 |    0.00 |     0.87 |   0.88
0042 -     24.81 |   28.73 |     0.89 |   0.95
0043 -      0.00 |    0.00 |     0.84 |   0.84
0044 -      0.00 |    0.00 |     0.94 |   0.96
0045 -     90.78 |   96.70 |     0.96 |   0.99
0046 -      0.00 |   69.40 |     0.94 |   0.97
0047 -     37.21 |   33.81 |     0.58 |   0.91
0048 -      0.00 |    0.00 |     0.88 |   0.88
0049 -      0.00 |    0.00 |     0.83 |   0.85
0050 -      0.00 |    0.00 |     0.96 |   0.98
0051 -      0.00 |    0.00 |     0.84 |   0.94
0052 -     14.97 |   35.31 |     0.94 |   0.97
0053 -     42.31 |   98.47 |     0.95 |   0.97
0054 -      0.00 |    0.00 |     0.64 |   0.65
0055 -     89.68 |  100.00 |     0.96 |   1.00
0056 -     84.08 |  100.00 |     0.96 |   1.00
0057 -     28.37 |   69.93 |     0.92 |   0.96
0058 -     48.00 |   86.08 |     0.91 |   0.96
0059 -     75.10 |   87.36 |     0.96 |   0.95
0060 -      0.00 |    0.00 |     0.77 |   0.79
0061 -     92.61 |   97.17 |     0.98 |   1.00
0062 -      0.00 |    0.00 |     0.89 |   0.91
0063 -      0.00 |    0.00 |     0.50 |   0.60
0064 -      5.93 |    5.36 |     0.93 |   0.94
0065 -     49.46 |   48.67 |     0.95 |   0.99
0066 -     66.67 |  100.00 |     0.98 |   1.00
0067 -      0.00 |    0.00 |     0.94 |   0.95
0068 -      0.00 |    0.00 |     0.73 |   0.76
0069 -     70.24 |   15.75 |     0.90 |   0.93
0070 -     41.44 |   59.80 |     0.86 |   0.87
0071 -      0.00 |    0.00 |     0.80 |   0.82
0072 -     21.30 |   74.22 |     0.73 |   0.75
0073 -      0.00 |  100.00 |     0.92 |   1.00
0074 -      0.00 |    0.00 |     0.77 |   0.84
0075 -     89.68 |  100.00 |     0.96 |   1.00
0076 -      9.28 |    9.25 |     0.96 |   0.97
0077 -     32.54 |   18.48 |     0.83 |   0.81
0078 -      0.00 |    0.00 |     0.48 |   0.52
0079 -     31.13 |   93.64 |     0.94 |   0.95
0080 -     91.05 |  100.00 |     0.94 |   1.00
0081 -     36.72 |  100.00 |     0.98 |   1.00
0082 -      0.00 |    0.00 |     0.94 |   0.95
0083 -     51.59 |   51.47 |     0.88 |   0.95
0084 -      0.00 |    0.00 |     0.90 |   0.96
0085 -      6.18 |   44.36 |     0.88 |   0.90
0086 -     88.51 |  100.00 |     0.87 |   1.00
0087 -      0.00 |    0.00 |     0.41 |   0.42
0088 -     11.79 |   11.73 |     0.92 |   0.94
0089 -     60.97 |   48.20 |     0.88 |   0.86
0090 -     85.92 |   99.13 |     0.91 |   0.95
0091 -     91.56 |  100.00 |     0.92 |   1.00
0092 -     56.61 |   90.74 |     0.93 |   0.99
0093 -     63.79 |   70.52 |     0.90 |   0.98
0094 -     72.61 |  100.00 |     0.54 |   1.00
0095 -      4.26 |    4.30 |     0.97 |   0.96
