==============================================
BLEU GOLD:                               41.66
BLEU IN:                                 59.73
SIM GOLD:                               0.9287
SIM IN:                                 0.9644
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0232 -      0.00 |    0.00 |     0.84 |   0.88
0233 -     64.07 |  100.00 |     0.95 |   1.00
0234 -     13.80 |   13.73 |     0.90 |   0.92
0235 -      0.00 |    0.00 |     0.90 |   0.97
0236 -      0.00 |  100.00 |     0.94 |   1.00
0237 -     95.18 |  100.00 |     0.96 |   1.00
0238 -     65.56 |  100.00 |     0.98 |   1.00
0239 -     56.81 |   92.25 |     0.96 |   0.97
0240 -     11.79 |   98.53 |     0.95 |   0.97
0241 -     43.29 |  100.00 |     0.98 |   1.00
0242 -     17.15 |   52.25 |     0.99 |   1.00
0243 -     78.68 |  100.00 |     0.89 |   1.00
0244 -     12.13 |   11.08 |     0.95 |   0.96
0245 -      4.35 |   10.08 |     0.97 |   0.98
0246 -     76.96 |  100.00 |     0.86 |   1.00
0247 -     96.91 |  100.00 |     0.99 |   1.00
0248 -      0.00 |    0.00 |     0.88 |   0.90
0249 -     78.50 |   98.83 |     0.89 |   1.00
0250 -      0.00 |   15.68 |     0.93 |   0.94
0251 -     69.04 |  100.00 |     0.94 |   1.00
0252 -      0.00 |    0.00 |     0.89 |   0.89
0253 -     58.28 |   15.39 |     0.96 |   0.99
0254 -      5.04 |   68.00 |     0.96 |   1.00
0255 -     95.91 |  100.00 |     0.95 |   1.00
0256 -     15.31 |   37.55 |     0.96 |   0.98
0257 -      0.00 |    0.00 |     0.81 |   0.82
0258 -      0.00 |    0.00 |     0.88 |   0.92
0259 -     91.04 |  100.00 |     0.94 |   1.00
0260 -     82.17 |  100.00 |     0.85 |   1.00
0261 -     98.22 |  100.00 |     0.85 |   1.00
0262 -      0.00 |    0.00 |     0.68 |   0.68
0263 -     79.93 |  100.00 |     0.84 |   1.00
0264 -     86.48 |  100.00 |     0.90 |   1.00
0265 -     79.84 |   90.01 |     0.90 |   0.97
0266 -     73.16 |  100.00 |     0.95 |   1.00
0267 -      0.00 |    0.00 |     0.97 |   0.99
0268 -     89.82 |   97.42 |     0.93 |   1.00
0269 -     71.95 |  100.00 |     0.99 |   0.99
0270 -     46.35 |  100.00 |     0.96 |   1.00
0271 -     17.86 |   97.65 |     0.96 |   0.98
0272 -      0.00 |    0.00 |     0.86 |   0.90
0273 -      9.15 |  100.00 |     0.94 |   1.00
0274 -     10.29 |   10.66 |     0.91 |   0.92
0275 -     92.53 |  100.00 |     1.00 |   1.00
0276 -     91.28 |  100.00 |     0.98 |   1.00
0277 -     41.67 |   40.60 |     0.97 |   0.99
0278 -     91.50 |  100.00 |     0.91 |   1.00
0279 -     66.93 |   81.23 |     0.94 |   0.96
0280 -     50.72 |   99.24 |     0.96 |   0.96
0281 -      0.00 |   98.85 |     0.93 |   0.96
0282 -     23.65 |   62.82 |     0.95 |   0.97
0283 -     53.32 |  100.00 |     0.98 |   1.00
0284 -      8.32 |   10.99 |     0.95 |   0.96
0285 -     19.79 |   16.82 |     0.87 |   0.88
0286 -     10.26 |   25.31 |     0.94 |   0.97
0287 -     42.29 |  100.00 |     0.98 |   1.00
0288 -     14.86 |    0.00 |     0.83 |   0.84
0289 -      0.00 |  100.00 |     0.97 |   1.00
0290 -     73.35 |  100.00 |     0.98 |   1.00
0291 -     62.20 |  100.00 |     0.87 |   1.00
0292 -      0.00 |    0.00 |     0.86 |   0.87
0293 -     36.97 |  100.00 |     0.96 |   1.00
0294 -     57.43 |   67.44 |     0.98 |   0.99
0295 -     10.04 |   24.83 |     0.72 |   0.85
0296 -     94.69 |   98.65 |     0.96 |   0.97
0297 -      0.00 |    0.00 |     0.95 |   0.99
0298 -      8.01 |    0.00 |     0.97 |   0.99
0299 -     22.61 |   97.79 |     0.96 |   0.97
0300 -     30.41 |   30.41 |     0.94 |   0.97
0301 -     86.88 |  100.00 |     0.91 |   1.00
0302 -      0.00 |    0.00 |     0.89 |   0.92
0303 -     54.19 |   48.44 |     0.93 |   0.97
0304 -      0.00 |    0.00 |     0.84 |   0.82
0305 -      9.85 |    9.43 |     0.93 |   0.95
0306 -      0.00 |   17.62 |     0.97 |   1.00
0307 -     27.39 |  100.00 |     0.93 |   1.00
0308 -     46.48 |    0.00 |     0.80 |   0.79
0309 -     81.59 |   31.75 |     0.97 |   0.99
0310 -     97.72 |  100.00 |     0.95 |   1.00
0311 -     70.57 |  100.00 |     0.99 |   1.00
0312 -      0.00 |    0.00 |     0.98 |   0.99
0313 -     87.52 |   99.15 |     0.90 |   0.97
