==============================================
BLEU GOLD:                               35.11
BLEU IN:                                 49.66
SIM GOLD:                               0.9043
SIM IN:                                 0.9388
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -     67.37 |   80.97 |     0.92 |   0.97
0002 -      7.56 |    7.56 |     0.82 |   0.84
0003 -     47.21 |   81.98 |     0.99 |   1.00
0004 -      0.00 |    0.00 |     0.32 |   0.33
0005 -     30.41 |   85.63 |     0.97 |   0.99
0006 -     94.63 |  100.00 |     1.00 |   1.00
0007 -     83.36 |   97.80 |     0.75 |   0.78
0008 -      0.00 |   68.88 |     0.88 |   0.95
0009 -     56.09 |   62.58 |     0.98 |   1.00
0010 -      0.00 |    0.00 |     0.83 |   0.85
0011 -      0.00 |    0.00 |     0.88 |   0.93
0012 -     49.24 |   55.50 |     0.97 |   1.00
0013 -     40.95 |   39.57 |     0.93 |   0.94
0014 -     23.85 |   28.89 |     0.95 |   0.96
0015 -     66.05 |   57.89 |     0.59 |   0.63
0016 -     73.47 |   74.43 |     0.92 |   0.96
0017 -      0.00 |    0.00 |     0.93 |   0.99
0018 -      0.00 |    0.00 |     0.86 |   0.88
0019 -     37.89 |   34.08 |     0.97 |   0.99
0020 -     23.68 |   23.38 |     0.94 |   0.94
0021 -      0.00 |    0.00 |     0.89 |   0.89
0022 -      0.00 |    0.00 |     0.94 |   0.98
0023 -     15.77 |   18.38 |     0.84 |   0.85
0024 -     42.87 |   97.89 |     0.97 |   1.00
0025 -     27.10 |   33.98 |     0.43 |   0.58
0026 -      0.00 |    0.00 |     0.98 |   0.99
0027 -      0.00 |    0.00 |     0.89 |   0.98
0028 -     37.62 |   34.09 |     0.96 |   0.99
0029 -      9.27 |  100.00 |     0.96 |   1.00
0030 -      5.03 |    6.35 |     0.91 |   0.92
0031 -      0.00 |    3.88 |     0.97 |   0.98
0032 -     12.11 |   12.21 |     0.98 |   0.99
0033 -      0.00 |    0.00 |     0.92 |   0.95
0034 -     30.89 |   31.30 |     0.81 |   0.84
0035 -      0.00 |    0.00 |     0.40 |   0.43
0036 -      0.00 |    0.00 |     0.77 |   0.78
0037 -     13.29 |  100.00 |     0.92 |   1.00
0038 -     39.43 |  100.00 |     0.96 |   1.00
0039 -     50.32 |   87.62 |     0.95 |   0.96
0040 -     48.80 |   92.76 |     0.99 |   1.00
0041 -      0.00 |    0.00 |     0.90 |   0.91
0042 -     24.28 |   68.91 |     0.71 |   0.76
0043 -      0.00 |   95.49 |     0.98 |   0.98
0044 -      0.00 |    0.00 |     0.82 |   0.86
0045 -     94.07 |  100.00 |     0.97 |   1.00
0046 -     33.45 |  100.00 |     0.96 |   1.00
0047 -     65.48 |  100.00 |     0.58 |   1.00
0048 -      0.00 |    0.00 |     0.88 |   0.90
0049 -     63.72 |  100.00 |     0.98 |   1.00
0050 -      0.00 |    0.00 |     0.51 |   0.54
0051 -      0.00 |  100.00 |     0.90 |   1.00
0052 -     13.98 |   35.85 |     0.94 |   0.97
0053 -     42.31 |  100.00 |     0.98 |   1.00
0054 -      0.00 |    0.00 |     0.92 |   0.94
0055 -     89.36 |   97.87 |     0.95 |   0.99
0056 -     84.08 |  100.00 |     0.96 |   1.00
0057 -     27.56 |   69.26 |     0.90 |   0.94
0058 -     56.02 |   59.83 |     0.92 |   0.95
0059 -      0.00 |    0.00 |     0.93 |   0.94
0060 -     34.16 |   81.22 |     0.99 |   1.00
0061 -      0.00 |    0.00 |     0.98 |   1.00
0062 -     92.86 |   78.07 |     1.00 |   0.92
0063 -     88.63 |  100.00 |     0.91 |   1.00
0064 -      5.06 |    4.98 |     0.96 |   0.97
0065 -     60.49 |   91.21 |     0.95 |   0.99
0066 -     61.95 |   90.41 |     0.95 |   0.97
0067 -      0.00 |    0.00 |     0.99 |   1.00
0068 -     47.74 |   47.74 |     0.85 |   0.91
0069 -      0.00 |   92.66 |     0.87 |   0.90
0070 -     26.65 |   65.47 |     0.97 |   0.98
