==============================================
BLEU GOLD:                               43.96
BLEU IN:                                 64.34
SIM GOLD:                               0.9329
SIM IN:                                 0.9699
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0001 -     75.10 |  100.00 |     0.96 |   1.00
0002 -     92.53 |   98.39 |     0.92 |   0.95
0003 -     46.14 |   79.97 |     0.93 |   0.95
0004 -      0.00 |    0.00 |     0.94 |   1.00
0005 -     28.03 |  100.00 |     0.97 |   1.00
0006 -     93.92 |   99.28 |     0.98 |   0.98
0007 -     83.36 |   97.80 |     0.75 |   0.78
0008 -     36.80 |   78.95 |     0.92 |   0.97
0009 -     93.78 |  100.00 |     0.98 |   1.00
0010 -      0.00 |    0.00 |     0.97 |   0.99
0011 -     89.23 |  100.00 |     0.95 |   1.00
0012 -     46.82 |   52.35 |     0.94 |   0.96
0013 -     41.67 |   41.05 |     0.94 |   0.96
0014 -     58.49 |   86.09 |     0.96 |   0.98
0015 -     63.05 |   61.28 |     0.66 |   0.71
0016 -     76.62 |   76.62 |     0.94 |   0.99
0017 -      0.00 |    0.00 |     0.93 |   0.99
0018 -      0.00 |    0.00 |     0.86 |   0.89
0019 -     32.85 |  100.00 |     0.99 |   1.00
0020 -     60.53 |  100.00 |     1.00 |   1.00
0021 -     84.39 |  100.00 |     0.99 |   1.00
0022 -      0.00 |    0.00 |     0.94 |   0.99
0023 -     15.99 |   18.65 |     0.94 |   0.95
0024 -     42.83 |  100.00 |     0.97 |   1.00
0025 -     82.45 |   54.58 |     0.82 |   0.93
0026 -     74.57 |   96.05 |     0.97 |   0.98
0027 -      0.00 |    8.62 |     0.89 |   0.99
0028 -     60.64 |  100.00 |     0.97 |   1.00
0029 -      9.27 |  100.00 |     0.96 |   1.00
0030 -      0.00 |    0.00 |     0.90 |   0.93
0031 -      0.00 |    3.87 |     0.96 |   0.97
0032 -     90.53 |  100.00 |     0.99 |   1.00
0033 -      0.00 |    0.00 |     0.95 |   0.97
0034 -     71.60 |   46.62 |     0.92 |   0.95
0035 -      0.00 |    0.00 |     0.55 |   0.57
0036 -     94.44 |  100.00 |     0.95 |   1.00
0037 -     13.29 |  100.00 |     0.92 |   1.00
0038 -     39.43 |  100.00 |     0.96 |   1.00
0039 -     59.12 |   92.53 |     0.98 |   0.99
0040 -     49.91 |   73.45 |     0.98 |   0.99
0041 -     21.38 |   22.05 |     0.97 |   0.98
0042 -     29.01 |   49.42 |     0.92 |   0.99
0043 -      0.00 |  100.00 |     1.00 |   1.00
0044 -      0.00 |    0.00 |     0.94 |   0.97
0045 -     94.07 |  100.00 |     0.97 |   1.00
0046 -      0.00 |    0.00 |     0.86 |   0.89
0047 -     65.48 |  100.00 |     0.58 |   1.00
0048 -     91.51 |   98.31 |     0.91 |   0.92
0049 -     63.72 |  100.00 |     0.98 |   1.00
0050 -      0.00 |    0.00 |     0.04 |   0.06
0051 -      0.00 |  100.00 |     0.90 |   1.00
0052 -     16.36 |  100.00 |     0.97 |   1.00
0053 -     42.31 |   98.47 |     0.95 |   0.96
0054 -      0.00 |   25.51 |     0.98 |   1.00
0055 -     89.68 |  100.00 |     0.96 |   1.00
0056 -     84.08 |  100.00 |     0.96 |   1.00
0057 -     29.63 |   89.20 |     0.90 |   0.95
0058 -     60.95 |   77.31 |     0.91 |   0.96
0059 -     73.64 |  100.00 |     0.98 |   1.00
0060 -     49.66 |    0.00 |     0.95 |   0.98
0061 -     93.10 |   97.66 |     0.99 |   1.00
0062 -     80.89 |   82.31 |     0.92 |   0.93
0063 -     88.63 |  100.00 |     0.91 |   1.00
0064 -      5.12 |    8.56 |     0.96 |   0.97
0065 -     60.49 |   91.21 |     0.95 |   0.99
0066 -     63.72 |   92.99 |     0.95 |   0.97
0067 -      0.00 |    0.00 |     0.99 |   1.00
0068 -      0.00 |    0.00 |     0.90 |   0.95
0069 -      0.00 |   94.47 |     0.88 |   0.90
0070 -      8.13 |    0.00 |     0.97 |   0.98
0071 -      0.00 |    0.00 |     0.82 |   0.82
0072 -     26.36 |  100.00 |     0.99 |   1.00
0073 -      0.00 |  100.00 |     0.92 |   1.00
0074 -     30.94 |   31.59 |     0.97 |   0.99
0075 -     89.33 |   99.62 |     0.96 |   1.00
0076 -     28.03 |  100.00 |     0.99 |   1.00
0077 -     79.33 |  100.00 |     0.97 |   1.00
0078 -      0.00 |    0.00 |     0.88 |   0.91
0079 -     34.83 |   96.68 |     0.92 |   0.95
0080 -     91.05 |  100.00 |     0.94 |   1.00
0081 -     36.72 |  100.00 |     0.98 |   1.00
0082 -     68.17 |   99.49 |     0.98 |   1.00
0083 -     56.68 |  100.00 |     0.91 |   1.00
0084 -     81.19 |  100.00 |     0.93 |   1.00
