==============================================
BLEU GOLD:                               79.56
BLEU IN:                                 88.84
SIM GOLD:                               0.9415
SIM IN:                                 0.9763
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0286 -     10.49 |    9.83 |     0.94 |   0.96
0287 -     34.19 |   34.33 |     0.95 |   0.98
0288 -      0.00 |    0.00 |     0.21 |   0.22
0289 -      0.00 |  100.00 |     0.97 |   1.00
0290 -     65.20 |   90.68 |     0.95 |   0.97
0291 -     45.67 |  100.00 |     0.87 |   1.00
0292 -      6.50 |    0.00 |     0.85 |   0.87
0293 -     36.97 |  100.00 |     0.96 |   1.00
0294 -      0.00 |    0.00 |     0.92 |   0.94
0295 -     11.37 |  100.00 |     0.72 |   0.85
0296 -     94.18 |   98.79 |     0.95 |   0.97
0297 -      0.00 |    0.00 |     0.94 |   0.97
0298 -      0.00 |   11.61 |     0.92 |   0.94
0299 -     21.48 |   99.37 |     0.96 |   0.98
0300 -     21.26 |   21.81 |     0.96 |   0.98
0301 -     85.02 |   98.38 |     0.91 |   0.99
0302 -     27.19 |  100.00 |     0.97 |   1.00
0303 -     48.25 |   48.25 |     0.95 |   1.00
0304 -      0.00 |   98.22 |     0.97 |   0.99
0305 -     80.71 |   99.78 |     0.96 |   0.97
0306 -     63.95 |    0.00 |     0.97 |   0.99
0307 -     24.26 |  100.00 |     0.93 |   1.00
0308 -     85.95 |    0.00 |     0.92 |   0.95
0309 -     32.54 |  100.00 |     0.98 |   1.00
0310 -     11.60 |  100.00 |     0.95 |   1.00
0311 -     65.27 |  100.00 |     0.99 |   1.00
0312 -      0.00 |    0.00 |     0.95 |   0.95
0313 -     59.06 |  100.00 |     0.91 |   1.00
0314 -     41.00 |  100.00 |     0.98 |   1.00
0315 -     84.36 |  100.00 |     0.97 |   1.00
0316 -     53.47 |  100.00 |     0.98 |   0.99
0317 -     60.73 |  100.00 |     1.00 |   1.00
0318 -     61.58 |  100.00 |     0.87 |   1.00
0319 -     61.47 |  100.00 |     0.98 |   1.00
0320 -      0.00 |   23.38 |     0.97 |   1.00
0321 -     50.45 |   35.97 |     0.87 |   0.89
0322 -     78.10 |   77.01 |     1.00 |   0.99
0323 -     35.89 |   24.09 |     0.94 |   0.95
0324 -      0.00 |  100.00 |     0.94 |   1.00
